0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
7.000000000000000000e+00,-1.686353992918164166e-02,-4.678721116353329323e-02,-4.003148178957562087e-02,-2.911477157619892647e-02,-1.209906883782746988e-02
7.000000000000000000e+00,-2.781095240150628645e-02,-1.025843800040128311e-02,-1.986473375105082470e-02,1.025871900696250297e-02,-3.322352001216216655e-02
7.000000000000000000e+00,-1.468930095033326062e-02,2.869151514001182929e-02,1.636414683820849175e-02,-3.720382731135628111e-03,-1.159683068246855214e-01
7.000000000000000000e+00,-3.134493764453241682e-02,3.895763037458260108e-02,4.114587899075410060e-02,-5.791409027383079278e-02,-7.795998543686042531e-03
7.000000000000000000e+00,6.304602910990714237e-02,7.640145547854106101e-02,-2.718695129302313440e-02,5.390658058075260828e-02,-4.806215599149423617e-02
8.000000000000000000e+00,-3.795305227076035959e-02,9.778612241224650392e-02,1.830909239754970400e-02,8.469983531353734389e-04,-1.416257641459076067e-01
8.000000000000000000e+00,4.321052849771286203e-02,-4.512851932776242025e-02,6.239901664998070974e-02,-1.697007059239284688e-02,4.328181303722032636e-02
8.000000000000000000e+00,-2.500709995990607268e-02,9.271267425282958552e-02,1.170887029387588096e-01,-2.084813871492916318e-02,5.887012011770836536e-03
8.000000000000000000e+00,-4.191595554532486119e-03,9.771970386036563441e-03,-2.996450337471458919e-02,1.329722621290264396e-02,9.244003227145672699e-03
8.000000000000000000e+00,7.803030815535097649e-03,6.557267384095699647e-02,1.528716055910922800e-01,6.721067033684260950e-02,-2.914458218315990959e-02
4.000000000000000000e+00,-1.507921437376845419e-02,3.224195379092067992e-02,4.993527516837533917e-03,1.407748220078968750e-02,1.441312302345859435e-02
4.000000000000000000e+00,3.112299714662894456e-02,-4.060008203162661540e-03,-2.404982728802675454e-02,-2.978839935812107459e-02,1.193319299343428702e-01
4.000000000000000000e+00,-4.235768859383688689e-02,6.723775219343132437e-02,-4.448737826184097355e-02,-2.051822893956598698e-02,1.233379686261791043e-02
4.000000000000000000e+00,3.120810492818087284e-02,6.554841307622255586e-02,1.424166666243935342e-02,5.432104894516077281e-02,-6.125633724640754119e-02
4.000000000000000000e+00,4.681156050534653057e-02,-9.117004258778887982e-02,8.758320243466088950e-02,-4.972484722193888651e-02,-1.214269932971193122e-02
2.000000000000000000e+00,1.858369618086151351e-02,1.003550622740461036e-02,2.027618852950712966e-02,5.140810565441338714e-02,-5.687558117630573534e-02
2.000000000000000000e+00,-2.569938358105112314e-02,-9.269841203587023126e-02,1.291781773193326210e-01,-7.585766659650235166e-02,-2.179364041945133432e-02
2.000000000000000000e+00,7.952049671041931320e-03,-3.206413330014457573e-03,-3.050497805232101067e-02,1.738779539721192063e-02,2.178797628498267344e-02
2.000000000000000000e+00,2.542058233492740585e-03,4.345280570753788651e-02,-4.670641050342150963e-02,-2.894300068868028639e-02,1.845659841668375462e-02
2.000000000000000000e+00,2.556293963237004155e-02,8.954300648531468218e-03,-1.880861278778201556e-02,4.563270002807431197e-02,2.090238864350323425e-03
8.000000000000000000e+00,8.407661626684565653e-03,1.234684083266680311e-02,3.031417639557927937e-02,-9.478367855927261054e-02,-3.448277890532803341e-02
8.000000000000000000e+00,-5.101573040485579691e-02,5.777664259695967225e-02,-1.321807964530045780e-02,3.951154506858404331e-02,3.855711240991812477e-02
8.000000000000000000e+00,-1.268042949991548575e-02,-5.292285244610320238e-02,1.814798912825164520e-02,7.845870352592362873e-02,-1.860095628590415634e-02
8.000000000000000000e+00,5.100316511535725808e-03,5.173929798429679344e-02,-3.215085111555542052e-02,1.213756041533566726e-01,8.249343540828766447e-03
8.000000000000000000e+00,3.536334427320564355e-02,1.160428743391573730e-01,-1.543178850880273963e-02,-3.919486045244149203e-02,2.904470367084394100e-02
3.000000000000000000e+00,-2.939607690972227336e-02,-6.835020171351616214e-02,-8.773937118558899559e-03,2.030031456728826483e-02,5.947495811621496958e-02
3.000000000000000000e+00,-2.474562211713850213e-02,4.784999536839664586e-02,-7.225575734940546668e-02,-1.070783334944742232e-01,7.544125604832098431e-02
3.000000000000000000e+00,8.681531720880665548e-02,7.699620631443168488e-03,1.178440725171538139e-02,-4.202580462278152074e-02,7.971662187138491007e-02
3.000000000000000000e+00,2.770702038184593916e-02,-3.088986191443198262e-03,-1.124610201167674725e-02,-1.202327890952762735e-04,2.825588270246939815e-02
3.000000000000000000e+00,6.896016150280315574e-03,2.757925542437339450e-02,3.839748438126894259e-02,-4.652500937472059395e-02,5.896591721827262877e-02
