0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+01,1.997598124405257532e-03,-1.827913718722369227e-02,1.188682644879424273e-02,-4.357795712215312145e-03,3.994693321536723490e-02
1.000000000000000000e+01,2.319445861038292155e-03,2.288492004859121048e-02,-1.692653362197632690e-03,-3.591784703237272877e-03,-1.974131778863384354e-02
1.000000000000000000e+01,-3.833310917531895009e-03,-1.540302118710323333e-02,6.976274993564431440e-03,-1.858647400684398585e-03,-1.145340022230102207e-03
1.000000000000000000e+01,9.345398123742356192e-03,-4.298050245909294971e-03,-2.229602757974345414e-02,4.104194789647926112e-02,-3.700012199006016272e-02
1.000000000000000000e+01,2.961952224931312105e-02,-1.267216794291128878e-02,6.741075762930493973e-03,1.787350576096541008e-02,-3.923851158339932213e-03
4.000000000000000000e+00,-3.967100058369020868e-03,-4.704015025096881797e-03,5.446072470180900009e-03,-1.104243091347875509e-02,-1.808798759029831005e-02
4.000000000000000000e+00,-5.676269473285576461e-02,-9.153050237003541173e-03,-5.477359421065381567e-02,-2.385709679955100651e-02,-3.380645838121410646e-02
4.000000000000000000e+00,-3.342096658003371884e-02,1.779499791749757087e-02,-5.108183483195541386e-03,-1.471727320456739894e-02,-5.675635056405020466e-03
4.000000000000000000e+00,-7.181013296653355723e-04,-3.794973148432942422e-02,-1.754219550775415817e-02,-1.208444514890683226e-02,3.741502039583469164e-03
4.000000000000000000e+00,7.435977954689298834e-03,5.022165562633529312e-02,-1.043295894570647666e-03,-1.227177343994093756e-02,4.473282458716490440e-02
7.000000000000000000e+00,-6.305545255426755341e-03,-1.814066490856753797e-02,-2.039768208923714923e-02,1.630916776652137010e-02,6.729456371064992080e-03
7.000000000000000000e+00,1.593407595618230935e-02,7.834793595162542132e-03,-1.251309176568199920e-02,-2.363953443540107221e-03,3.221997130651976966e-03
7.000000000000000000e+00,3.876380177267357841e-02,-1.710489139966177644e-02,-1.707198769602034580e-02,5.474208456995697733e-03,-2.083546713040426365e-02
7.000000000000000000e+00,-3.290110406637576645e-02,3.198506552653969381e-02,3.179268730896026018e-02,1.563770511257149901e-02,-2.538068042547793942e-03
