0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,-5.937658501134164719e-03
4.000000000000000000e+00,2.941326134933427636e-02
8.000000000000000000e+00,2.216429783710416671e-02
1.400000000000000000e+01,-1.836697835403797718e-01
2.000000000000000000e+00,-2.941609200338395902e-01
1.000000000000000000e+01,1.304863613564007097e-02
7.000000000000000000e+00,-1.232536634476653070e-01
1.200000000000000000e+01,1.643525794558420641e-02
2.000000000000000000e+00,3.400798284490495760e-02
1.000000000000000000e+00,9.274717497197934590e-02
1.200000000000000000e+01,-6.262323403558245349e-02
5.000000000000000000e+00,5.929466662774220131e-02
4.000000000000000000e+00,-1.452112194931422795e-01
1.000000000000000000e+00,-3.174638243955447692e-01
4.000000000000000000e+00,2.442812097363514234e-02
1.400000000000000000e+01,8.594591830934911539e-03
1.300000000000000000e+01,-7.081016308807144832e-02
1.000000000000000000e+01,3.887410613548104160e-02
1.000000000000000000e+00,4.123724194174020752e-02
2.000000000000000000e+00,2.003946215846809376e-01
1.000000000000000000e+00,4.500442057216959973e-02
1.300000000000000000e+01,8.954607043138791689e-02
9.000000000000000000e+00,-6.485408588174596499e-03
9.000000000000000000e+00,1.343833310310048323e-01
6.000000000000000000e+00,-2.205338005308503102e-01
1.000000000000000000e+00,1.266765997658113041e-01
7.000000000000000000e+00,-2.791875325612379333e-02
4.000000000000000000e+00,5.703809613607707663e-02
1.300000000000000000e+01,-7.651490822927178859e-02
7.000000000000000000e+00,1.597961872242575909e-01
8.000000000000000000e+00,-5.949250459708561867e-02
1.200000000000000000e+01,1.077353911052589680e-01
7.000000000000000000e+00,1.590368325136778671e-01
1.100000000000000000e+01,7.408554534950299864e-02
1.000000000000000000e+00,-1.380772342294079025e-01
8.000000000000000000e+00,3.583673839404181993e-02
1.400000000000000000e+01,-1.782516923141761953e-02
1.000000000000000000e+01,4.596965447457731363e-02
4.000000000000000000e+00,-5.063404697876204563e-02
7.000000000000000000e+00,-1.877261269115475945e-02
4.000000000000000000e+00,2.278132405971740604e-01
1.400000000000000000e+01,1.306804782118228259e-01
1.400000000000000000e+01,1.121510804492835411e-01
3.000000000000000000e+00,-2.287439579704979298e-02
1.300000000000000000e+01,-1.253889239431299207e-01
1.000000000000000000e+00,-1.156299651122744271e-01
3.000000000000000000e+00,-2.488374615325657790e-01
1.200000000000000000e+01,8.032914381305042428e-02
9.000000000000000000e+00,-3.488864887855130242e-02
1.100000000000000000e+01,3.959820691984513273e-03
3.000000000000000000e+00,-3.689918729274922760e-02
9.000000000000000000e+00,2.146200290409969180e-02
1.300000000000000000e+01,-4.319310416397747349e-02
9.000000000000000000e+00,-2.908987816261704440e-02
1.000000000000000000e+01,1.389343696953042329e-01
2.000000000000000000e+00,-1.439869661332074911e-02
3.000000000000000000e+00,6.288533743817432964e-02
8.000000000000000000e+00,-2.098993065280546355e-01
7.000000000000000000e+00,-1.488949582258304594e-01
3.000000000000000000e+00,1.887947032821280999e-02
6.000000000000000000e+00,3.325537394005394914e-02
9.000000000000000000e+00,3.248545330638642759e-02
1.400000000000000000e+01,-1.003908240053688061e-01
4.000000000000000000e+00,1.085458834108914417e-01
5.000000000000000000e+00,1.487554497271309784e-01
1.000000000000000000e+01,1.619016262166425024e-01
4.000000000000000000e+00,-1.305091886932332329e-02
2.000000000000000000e+00,2.562882739552269085e-02
1.400000000000000000e+01,1.114459990124759547e-01
2.000000000000000000e+00,2.377830304370559533e-02
8.000000000000000000e+00,-8.138314946688351981e-02
5.000000000000000000e+00,-7.921965037835816681e-02
1.200000000000000000e+01,-5.883645823069867664e-02
4.000000000000000000e+00,-5.499584018159359849e-02
6.000000000000000000e+00,6.993506583212739935e-02
1.100000000000000000e+01,-8.504829468605513976e-03
1.300000000000000000e+01,-1.536591494373072686e-01
8.000000000000000000e+00,-1.291042834032008202e-01
1.200000000000000000e+01,-2.724076567384547259e-02
3.000000000000000000e+00,1.179483642821796963e-01
1.400000000000000000e+01,9.063672934531831482e-02
1.300000000000000000e+01,1.439636350011831989e-01
1.000000000000000000e+00,6.509865113739700393e-02
1.100000000000000000e+01,1.529720124993232955e-01
1.100000000000000000e+01,-3.114909192755010992e-02
9.000000000000000000e+00,-8.966468169213717698e-02
7.000000000000000000e+00,4.826613806190421102e-02
6.000000000000000000e+00,-9.062326265773877620e-02
1.000000000000000000e+01,-1.553106751009865859e-02
6.000000000000000000e+00,-3.887929965190484172e-02
1.000000000000000000e+01,4.768873227392483871e-02
6.000000000000000000e+00,-6.383371810993407076e-04
8.000000000000000000e+00,-7.225075051903277756e-02
6.000000000000000000e+00,-2.458378024718249899e-01
4.000000000000000000e+00,-6.921290494520572489e-02
5.000000000000000000e+00,-2.313685339292925747e-02
3.000000000000000000e+00,8.740405328312343680e-02
6.000000000000000000e+00,4.679854781799285685e-02
5.000000000000000000e+00,3.122008046375749912e-01
3.000000000000000000e+00,1.654100204421479203e-01
6.000000000000000000e+00,1.243709732136608209e-01
8.000000000000000000e+00,-1.651423195280105616e-01
1.400000000000000000e+01,4.945816697833008146e-02
9.000000000000000000e+00,1.046991508027705076e-01
4.000000000000000000e+00,-5.281419960424426491e-03
1.000000000000000000e+01,-2.584453953056491393e-01
1.100000000000000000e+01,7.289581970651912157e-02
1.400000000000000000e+01,2.176398628373787860e-03
1.000000000000000000e+01,-1.669604033736158122e-01
1.200000000000000000e+01,1.150532435377447787e-01
6.000000000000000000e+00,-9.165604358540219154e-03
1.300000000000000000e+01,1.211633810700223357e-01
9.000000000000000000e+00,-1.465113170334715054e-01
3.000000000000000000e+00,2.724036410406776697e-03
9.000000000000000000e+00,-2.801802907793340958e-01
2.000000000000000000e+00,1.101402515884036676e-01
1.400000000000000000e+01,6.059780150693995504e-02
7.000000000000000000e+00,-1.659152335038627940e-02
2.000000000000000000e+00,7.228432082657737512e-02
4.000000000000000000e+00,1.086596390417876035e-01
1.400000000000000000e+01,2.132797360193531833e-01
4.000000000000000000e+00,1.511745769383802951e-01
5.000000000000000000e+00,7.706334432835024173e-02
1.100000000000000000e+01,-2.711044521680252006e-01
4.000000000000000000e+00,-9.055531061785980496e-02
1.300000000000000000e+01,-6.186809440165954438e-02
8.000000000000000000e+00,8.559417771639678263e-02
1.300000000000000000e+01,8.235885962373268310e-02
2.000000000000000000e+00,-1.197355174978789911e-02
9.000000000000000000e+00,-6.458890225355036485e-02
1.000000000000000000e+00,-1.799249976598481515e-01
1.400000000000000000e+01,-1.872902695199254661e-02
4.000000000000000000e+00,-5.134607857226106131e-02
6.000000000000000000e+00,1.201626080432892096e-01
3.000000000000000000e+00,-7.997489179031611051e-02
4.000000000000000000e+00,-1.530338922941704705e-01
9.000000000000000000e+00,-3.066597335368510535e-01
1.100000000000000000e+01,6.489431831453336408e-02
1.200000000000000000e+01,-1.752584551409279989e-01
4.000000000000000000e+00,1.481353816975656823e-01
5.000000000000000000e+00,-4.090872618565940533e-01
2.000000000000000000e+00,-8.937218560210691276e-02
1.400000000000000000e+01,-7.536084698996037279e-02
9.000000000000000000e+00,-1.140867664322085667e-01
2.000000000000000000e+00,1.473553449268397153e-01
9.000000000000000000e+00,9.667094428545333629e-02
